id   ,name         ,right_ascension  ,right_ascension_err ,declination      ,declination_err ,period_s              ,period_s_err ,dm         ,dm_err ,distance_kpc ,distance_dm_kpc
3231 ,J2115+5448   ,21:15:11.7678    ,                  1 ,+54:48:45.154    ,              2 ,0.002602876738872     ,           2 ,77.4059    ,     2 ,3.106        ,3.106
3232 ,B2113+14     ,21:16:13.752     ,                  3 ,+14:14:21.04     ,              7 ,0.4401530669475       ,          14 ,56.2044    ,    61 ,25.000       ,+25.00
3233 ,J2116+3701   ,21:16:14.304     ,                  1 ,+37:01:31.13     ,              4 ,0.1458841865525       ,           5 ,43.7       ,     2 ,2.903        ,2.903
3234 ,J2122+2426   ,21:22:39.02      ,                  1 ,+24:26:44.9      ,              2 ,0.54142115903         ,           4 ,8.500      ,     5 ,0.585        ,0.585
3235 ,J2123+36     ,21:23:48         ,                 12 ,+36:24           ,              3 ,1.2940                ,           0 ,108.7      ,     3 ,13.192       ,13.192
3236 ,J2123+5434   ,21:23:21.6831    ,                  7 ,+54:34:07.714    ,              7 ,0.13886807258911      ,          20 ,31.760     ,     3 ,1.811        ,1.811
3237 ,B2122+13     ,21:24:46.574     ,                 15 ,+14:07:19.3      ,              4 ,0.694053479086        ,           3 ,30.2473    ,    13 ,2.807        ,2.807
3238 ,J2124-3358   ,21:24:43.846081  ,                  6 ,-33:58:45.01036  ,             14 ,0.00493111494511372   ,           3 ,4.5954     ,     3 ,0.410        ,0.360
3239 ,B2123-67     ,21:27:31.28      ,                 16 ,-66:48:28.1      ,              9 ,0.32577128742         ,          11 ,35         ,     3 ,5.992        ,5.992
3240 ,J2129-0429   ,21:29:45.039     ,                  1 ,-04:29:05.59     ,              8 ,0.00762               ,           0 ,16.880     ,     8 ,1.830        ,1.385
3241 ,B2127+11A    ,21:29:58.246512  ,                  4 ,+12:10:01.2339   ,              1 ,0.11066470446904      ,           5 ,67.31      ,     5 ,10.710       ,+25.00
3242 ,B2127+11B    ,21:29:58.632     ,                  1 ,+12:10:00.31     ,              3 ,0.05613303552473      ,           9 ,67.69      ,    12 ,10.710       ,+25.00
3243 ,B2127+11C    ,21:30:01.2042    ,                  1 ,+12:10:38.209    ,              4 ,0.03052929614864      ,           1 ,67.13      ,     5 ,10.710       ,+25.00
3244 ,B2127+11D    ,21:29:58.274     ,                  7 ,+12:09:59.74     ,             13 ,0.0048028043457       ,           3 ,67.3       ,     2 ,10.710       ,+25.00
3245 ,B2127+11E    ,21:29:58.187     ,                  4 ,+12:10:08.63     ,              8 ,0.00465143521539      ,          13 ,66.51      ,    12 ,10.710       ,+25.00
3246 ,B2127+11F    ,21:29:57.178     ,                  5 ,+12:10:02.91     ,             10 ,0.00402704270710      ,          15 ,65.52      ,    15 ,10.710       ,+25.00
3247 ,B2127+11G    ,21:29:57.95      ,                  3 ,+12:09:57.3      ,              6 ,0.037660166953        ,           8 ,66.4       ,     2 ,10.710       ,+25.00
3248 ,B2127+11H    ,21:29:58.184     ,                  5 ,+12:09:59.43     ,             10 ,0.0067433942397       ,           3 ,67.15      ,    12 ,10.710       ,+25.00
3249 ,J2129+1210I  ,21:29:58.3       ,                  0 ,+12:10:01        ,              0 ,0.00512               ,           0 ,67.3       ,     0 ,10.710       ,+25.00
3250 ,J2129+4119   ,21:29:21.46      ,                  4 ,+41:19:55        ,              1 ,1.68741829531         ,          12 ,32         ,     1 ,1.967        ,1.967
3251 ,J2129-5721   ,21:29:22.771225  ,                  5 ,-57:21:14.24707  ,              5 ,0.003726348486023947  ,          10 ,31.8480    ,     4 ,3.200        ,6.163
3252 ,J2131-31     ,21:31            ,                  0 ,-31              ,              0 ,3.325                 ,           0 ,31.6       ,    13 ,25.000       ,+25.00
3253 ,J2133-0049A  ,21:33:27.0       ,                  0 ,-00:49:24        ,              0 ,0.01015               ,           0 ,43.3       ,     0 ,11.690       ,+25.00
3254 ,J2133-0049B  ,21:33:27.0       ,                  0 ,-00:49:24        ,              0 ,0.00697               ,           0 ,43.8       ,     0 ,11.690       ,+25.00
3255 ,J2133-0049C  ,21:33:27.0       ,                  0 ,-00:49:24        ,              0 ,0.003                 ,           0 ,44.1       ,     0 ,11.690       ,+25.00
3256 ,J2133-0049D  ,21:33:27.0       ,                  0 ,-00:49:24        ,              0 ,0.00422               ,           0 ,43.6       ,     0 ,11.690       ,+25.00
3257 ,J2133-0049E  ,21:33:27.0       ,                  0 ,-00:49:24        ,              0 ,0.0037                ,           0 ,43.8       ,     0 ,11.690       ,+25.00
3258 ,J2136-1606   ,21:36:00.22      ,                 10 ,-16:06:13.0      ,             40 ,1.22723540015         ,           6 ,18.48      ,     5 ,1.633        ,1.633
3259 ,J2136-5046   ,21:36:57.593     ,                  9 ,-50:46:56.08     ,             10 ,0.267322318335        ,          11 ,23.3       ,     3 ,2.248        ,2.248
3260 ,J2137+6428   ,21:37:20.26      ,                  6 ,+64:28:41.8      ,              5 ,1.75098916325         ,           7 ,106.0      ,     3 ,3.764        ,3.764
3261 ,J2138+4911   ,21:38:15         ,                  9 ,+49:12           ,              2 ,0.696171              ,           3 ,168.4      ,     2 ,4.207        ,4.207
3262 ,J2138+69     ,21:38            ,                 14 ,+69:50           ,             16 ,0.22                  ,           0 ,46.6       ,     0 ,2.486        ,2.486
3263 ,J2139+00     ,21:39:42         ,                 16 ,+00:36           ,              5 ,0.312470              ,           3 ,31.18      ,     8 ,4.210        ,4.210
3264 ,J2139+2242   ,21:39:26.90      ,                  1 ,+22:42:42.0      ,              2 ,1.08351351364         ,           2 ,44.15971   ,    75 ,4.933        ,4.933
3265 ,J2139+4716   ,21:39:55.95      ,                  9 ,+47:16:13        ,              1 ,0.282849345409        ,          16 ,*          ,     0 ,*            ,*
3266 ,J2139+4738g  ,21:39:58         ,                  9 ,+47:38           ,              2 ,0.55704               ,           0 ,138.9      ,     0 ,4.117        ,4.117
3267 ,J2140-2310A  ,21:40:22.40610   ,                 46 ,-23:10:48.7936   ,             97 ,0.0110193290688805    ,          67 ,25.0640    ,    41 ,8.460        ,3.114
3268 ,J2140-2310B  ,21:40:22         ,                 16 ,-23:10:47        ,            270 ,0.012986381           ,           3 ,25.09      ,    12 ,8.460        ,3.123
3269 ,J2143+0654   ,21:43:03.38      ,                  4 ,+06:54:17.53     ,             60 ,9.42822888            ,          10 ,*          ,     0 ,*            ,*
3270 ,J2144-3933   ,21:44:12.060404  ,                 45 ,-39:33:56.88504  ,             32 ,8.509827491           ,           3 ,3.35       ,     1 ,0.160        ,0.289
3271 ,J2144-5237   ,21:44:35.65      ,                  6 ,-52:37:07.53     ,              2 ,0.00504145377852      ,           3 ,19.5465    ,     2 ,1.659        ,1.659
3272 ,J2145-0750   ,21:45:50.459526  ,                  6 ,-07:50:18.5083   ,              3 ,0.01605242392107269   ,           3 ,9.0008     ,    13 ,0.714        ,0.693
3273 ,J2145+21     ,21:45            ,                  0 ,+21              ,              0 ,1.419                 ,           0 ,44.1       ,     4 ,5.632        ,5.632
3274 ,J2148-34     ,21:48            ,                  0 ,-34              ,              0 ,0.927                 ,           0 ,14.0       ,     2 ,1.160        ,1.160
3275 ,B2148+63     ,21:49:58.7033    ,                  2 ,+63:29:44.277    ,              2 ,0.38014034472         ,           2 ,129.7229   ,    55 ,2.778        ,3.885
3276 ,J2150-0326   ,21:50            ,                  0 ,-03:26           ,              0 ,0.0035                ,           0 ,20.67332   ,     4 ,1.972        ,1.972
3277 ,B2148+52     ,21:50:37.7499    ,                  1 ,+52:47:49.556    ,              1 ,0.3322056715409       ,          18 ,148.930    ,     4 ,3.610        ,3.610
3278 ,J2151+2315   ,21:51:28.9       ,                  1 ,+23:15:12.8      ,              5 ,0.593533613           ,           3 ,23.6       ,     2 ,1.911        ,1.911
3279 ,J2154-2812   ,21:54:17.37      ,                  7 ,-28:12:41        ,              1 ,1.3433614881          ,           1 ,33.0       ,     3 ,25.000       ,+25.00
3280 ,J2155+2813   ,21:55:15.82      ,                  1 ,+28:13:12.1      ,              2 ,1.6090199964          ,           6 ,77.1309    ,    43 ,25.000       ,+25.00
3281 ,B2152-31     ,21:55:13.61      ,                  4 ,-31:18:54.7      ,             11 ,1.030002112040        ,           7 ,14.85      ,     5 ,1.298        ,1.298
3282 ,B2151-56     ,21:55:01.4       ,                  6 ,-56:41:57        ,              5 ,1.373654387           ,           2 ,14         ,     9 ,1.043        ,1.043
3283 ,J2156+2618   ,21:56:23.704     ,                  6 ,+26:18:30.47     ,             18 ,0.49814907254         ,           2 ,48.4433    ,    39 ,6.103        ,6.103
3284 ,B2154+40     ,21:57:01.8495    ,                  1 ,+40:17:45.986    ,              2 ,1.525265633965        ,          12 ,71.1239    ,    22 ,2.900        ,4.776
3285 ,J2158-27     ,21:58            ,                  0 ,-27              ,              0 ,0.477                 ,           0 ,22.15      ,    12 ,2.659        ,2.659
3286 ,J2202+21     ,22:02:21         ,                 21 ,+21:47           ,             20 ,*                     ,           0 ,17.7       ,     4 ,1.364        ,1.364
3287 ,J2203+50     ,22:03            ,                  0 ,+50              ,              0 ,0.745                 ,           0 ,77.0       ,     2 ,3.029        ,3.029
3288 ,J2204+2700   ,22:04:43.609     ,                  3 ,+27:00:54.69     ,              4 ,0.08470261549133      ,          15 ,35.074     ,     1 ,3.196        ,3.196
3289 ,J2205+1444   ,22:05:17.247     ,                 13 ,+14:44:31.3      ,              4 ,0.93801422813         ,          10 ,36.717     ,    14 ,6.043        ,6.043
3290 ,J2205+6012   ,22:05:34.201416  ,                 20 ,+60:12:55.14068  ,             14 ,0.00241554794898110   ,           4 ,157.6435   ,     6 ,3.535        ,3.535
3291 ,J2206+6151   ,22:06:18.119     ,                  6 ,+61:51:58.10     ,              3 ,0.322673549948        ,           5 ,168.80     ,     8 ,4.099        ,4.099
3292 ,J2207-15     ,22:07            ,                  0 ,-15              ,              0 ,0.766                 ,           0 ,27.5       ,     2 ,25.000       ,+25.00
3293 ,J2208+4056   ,22:08:01.993     ,                 10 ,+40:56:01.83     ,             14 ,0.636957393614        ,          13 ,11.837     ,     9 ,0.754        ,0.754
3294 ,J2208+4610   ,22:08:23.36      ,                  2 ,+46:10:04.96     ,              4 ,0.6425055485748       ,           5 ,63.407     ,     0 ,3.153        ,3.153
3295 ,J2208+5500   ,22:08:23.72      ,                  1 ,+55:00:08.41     ,              5 ,0.93316251394         ,           3 ,105.21     ,     1 ,3.030        ,3.030
3296 ,J2209+22     ,22:09:54         ,                 12 ,+21:17           ,              3 ,1.7769                ,           0 ,46.30      ,     8 ,25.000       ,+25.00
3297 ,J2210+57     ,22:11            ,                  3 ,+57:29           ,             18 ,2.05743               ,          13 ,189.43     ,     6 ,3.809        ,3.809
3298 ,J2212+2450   ,22:12:27.42      ,                  2 ,+24:50:34.4      ,              2 ,0.003907              ,           0 ,25.213     ,     1 ,2.090        ,2.090
3299 ,B2210+29     ,22:12:23.3444    ,                  1 ,+29:33:05.411    ,              1 ,1.004592528853        ,           4 ,74.5213    ,    15 ,25.000       ,+25.00
3300 ,J2213+53     ,22:13            ,                  0 ,+53              ,              0 ,0.751                 ,           0 ,161        ,     0 ,3.809        ,3.809
3301 ,J2214+3000   ,22:14:38.853711  ,                 10 ,+30:00:38.19160  ,             14 ,0.003119226581323024  ,          12 ,22.544019  ,     0 ,0.600        ,1.673
3302 ,J2215+1538   ,22:15:39.653     ,                  4 ,+15:38:34.88     ,              7 ,0.3741958930416       ,          16 ,29.2404    ,    12 ,3.142        ,3.142
3303 ,J2215+4524   ,22:15:46.57      ,                  7 ,+45:24:44        ,              2 ,2.7230498235          ,           3 ,18.5       ,     4 ,1.131        ,1.131
3304 ,J2215+5135   ,22:15:32.6884    ,                  4 ,+51:35:36.340    ,             13 ,0.0026096197234461    ,           7 ,69.1951    ,     2 ,2.773        ,2.773
3305 ,J2216+5759   ,22:16:05.22      ,                  3 ,+57:59:53.7      ,              3 ,0.41910226464         ,           2 ,176        ,     0 ,3.588        ,3.588
3306 ,J2217+5733   ,22:17:55.03      ,                  2 ,+57:33:04.0      ,              2 ,1.05684436863         ,           4 ,130.67     ,     6 ,3.129        ,3.129
3307 ,B2217+47     ,22:19:48.139     ,                  3 ,+47:54:53.93     ,              3 ,0.5384688219194       ,          12 ,43.4975    ,     5 ,2.387        ,2.387
3308 ,J2221+81     ,22:21            ,                 13 ,+81:32           ,             30 ,*                     ,           0 ,39         ,     0 ,2.487        ,2.487
3309 ,J2222-0137   ,22:22:05.969040  ,                 11 ,-01:37:15.7251   ,              4 ,0.03281785906437885   ,          11 ,3.2826     ,     2 ,0.268        ,0.267
3310 ,J2222+2923   ,22:23:03.224     ,                 12 ,+29:23:58.65     ,             15 ,0.2813991427542       ,          16 ,49.4128    ,    11 ,7.631        ,7.631
3311 ,J2222+5602   ,22:22            ,                  0 ,+56              ,              0 ,1.336                 ,           0 ,163.3      ,     3 ,3.506        ,3.506
3312 ,J2225+35     ,22:24:48         ,                  0 ,+35:30           ,              0 ,0.94                  ,           0 ,51.8       ,     0 ,4.978        ,4.978
3313 ,B2224+65     ,22:25:52.8627    ,                  3 ,+65:35:36.371    ,              1 ,0.682542497406        ,          10 ,36.44362   ,    51 ,0.900        ,1.881
3314 ,J2227+3038   ,22:27:41.77      ,                  2 ,+30:38:20.8      ,              2 ,0.842408              ,           3 ,19.961     ,     6 ,1.442        ,1.442
3315 ,J2228+6447   ,22:28:40.50      ,                  4 ,+64:47:19.4      ,              3 ,1.89298180353         ,           4 ,193.6      ,     2 ,6.855        ,6.855
3316 ,J2228-65     ,22:28:18         ,                  0 ,-65:11:47        ,              0 ,2.74598               ,           0 ,36         ,     0 ,25.000       ,+25.00
3317 ,J2229+2643   ,22:29:50.884417  ,                  5 ,+26:43:57.64404  ,             10 ,0.002977819295745368  ,           8 ,22.7282    ,     4 ,1.800        ,1.800
